7 - Botica Del Pastelero
64 - Original y Profesional SRL (Wilton)
57 - Arifernic Investment Argentina Srl
1 - Pintacola Navas Martin Rodrigo (Remy)
87 - Ind. Del Caucho Sintegom S.R.L. (Dos Lembas)
25 - Compañia De Alimentos Pastelar S.R.L
24 - Decorate S.R.L. (Parpen)
23 - Ndb Productos De Reposteria S.A. (Decor)
19 - Verónica Lettieri (Mama Dora)
18 - Laboratorio Fleibor S.R.L
4 - Carla Maria Mariategui (Flogus)
27 - Amentuel S.A. (Ballina)
106 - Reposteria Artesanal S.R.L.
49 - Ernesto Rodriguez E Hijos SA (Vacalin)
462 - BRANCOR S.R.L. (ARCOR AGUILA)
202 - SUCESORES DE JOSE SALGADO S.A. (FENIX)
41 - Outon Gustavo, Pablo y Martin S.H. (DGM)
33 - Lodiser Sa
222 - BILICICH, JORGE ANDRES (DECOR MAGIC)
34 - Cotillon Integral S.R.L.
26 - Frutargen S.A.
442 - Ledevit Srl
368 - MUNDI FRUT S R L (Frutos Secos)
15 - L. Polakoff  y C. Schrager S.H. (Convida)
213 - DECOMASS
93 - Fashion Boutique Srl
14 - Sebsada Sa
204 - BLINDER, JORGE (JB)
10 - MIL ARTES
9 - Maria Laura Garcia (Supermoldes)
88 - Vazquez Patricio Andres (Cortantes 3D)
89 - Moreyra Blanca Elba (Cairo)
161 - Oigres SRL (Plastichok)
129 - Varios Varios
71 - Axen Srl
265 - MANCINI, JESUS ERNESTO (DASA DIST.)
6 - Deli Food Argentina Srl
17 - Viachef Srl
16 - Moldpack
39 - Garcia Claudio Mario (Dulces Horas)
12 - Fove Sa
79 - David Sirchia (Sweet Chef)
47 - Pinos Guevara SRL (Doña Clara)
2 - Mishka Objetos
80 - Sanchez Ezequiel Edgardo (King Dust)
281 - TRIGGER PACK (LA REPOSTERA)
190 - DECO SELLOS PAMPA
75 - Carrasco Hector Alejandro (WINCOPACK)
226 - SUAREZ, SEBASTIAN ALBERTO (LOW COST)
95 - Cotiyor
90 - Laminas antiadherentes
274 - EIMAT S.R.L. (CRACO)
247 - DIEGO MARTIN SANZ (DRAFT)
192 - CARTOTECNICA HORES S R L
29 - Casa Abe Sa
113 - Vera Cecilia Ana (Baking Cakes Delantales)
125 - Cecilia Luciana Olivella (Jardin De Azucar)
165 - ROLANDO RIVAS S.R.L. (PARTY STORE)
173 - Valpreda Natalia (Candy Spark)
40 - Rafael Cano S.A. (Castillo)
43 - Farber Herman (Rocia)
170 - Ticoral Srl
279 - CHOCOLATES INDUSTRIALES S.A.
22 - Hedecal Sa
54 - Papelera Del Mar S.R.L.
37 - Sandra Gomez Cortes
140 - Top Class Pastry S.R.L.
251 - RIONDINI, LUCAS (LA CASONA HOME)
455 - PERALTA, WALTER GABRIEL (DASA GUANTES)
158 - Rich de Argentina S.A.
431 - TAXONERA SA
135 - Sil&Home S.A.S
138 - Great Foods Argentina S.R.L.
229 - DIST. LA PREFERIDA S.R.L. (PURATOS)
189 - GRUPO EDITORIAL PLANETA SAIC
171 - ALBERTO CASTRO E HIJOS S.A. (VIMA)
386 - HEINLEIN FOODS S.A. (KARINAT)
65 - Nam Importaciones S.A.
181 - DELITE S.R.L
210 - COMIDAS JOVENES SA
183 - SISTEMA COMERCIAL SA (ARCOR)
184 - BLOCH, ENRIQUE JOSE
259 - EUGENIO BIGLIAZZI E HIJOS S.R.L. (BIPO)
220 - Cotillon Sergio Mayorista
207 - DISTRIBUIDORA SOMNIUM S.R.L. (CIAO BELLA)
224 - LASK, MELANIE ELIANA (Mis Creaciones)
228 - GASATEX S.A. (TELAFLEX)
240 - MASIVOS S A
283 - GALANSINO, JORGE ALBERTO (PULMOPHARMA)
235 - PAPER U S R L
254 - FIRST RATE S A (YELMO)
218 - LA DOLCE SRL (DOLCE VITA)
250 - ENELANDER S.R.L. (LA COLGADA)
280 - COOP DE TRABAJO AMAI LTDA
263 - Proveedores Varios
194 - Alyser S.A.
271 - GRUPO ILHSA SA (EL ATENEO)
83 - Bag North S.A.
339 - ANCHIPE, JOSE LUIS (Harinas Chacabuco)
342 - DEL CASALE, NATALIA MATILDE
341 - SAGRADO, DARIO SERGIO
318 - TAVAROZZI SRL
321 - Bures Tiago Nicolas
322 - DE FRANCO, GASTON (AB Ingredients)
324 - DISTRIBUIDORA LIBRUM SA
366 - HOME IDEAS SRL (ZARCO)
361 - DE LA RUA, MATEO (POMONA)
270 - DIST. DE COLORANTES
365 - ZACCARA, OMAR HORACIO (MOLDE ALUMINIO)
364 - SZEWCZUK, NADIA (PREMEZCLAS COOKIES)
160 - Oliverta Srl
381 - PARODI, MARINA LAURA (BEEGREEN WRAPS)
344 - VIÑAS, LUCAS SANTIAGO (PLAQUI)
345 - SONSINI, MARIA CELESTE (Sprinkles Rosario)
346 - DE PEDRO, NANCY GRISELDA (Flores y Pigmentos)
347 - PINOTTI, MARIA RITA (lamina Oro)
370 - MILKEY S.R.L.
372 - GLAGOVSKY, MAURICIO (plasticos glago)
374 - ESSENTIAL SA  (Naarden)
384 - DECO Y HOGAR GABY
402 - RASO, ROMINA VERONICA (PUNZONES)
401 - ACERMEL S R L (ACERO INOX)
390 - CIENFUEGOS S A (Estrellitas)
182 - INGREDIENTS SOLUTIONS S.A. (DOLCE MIX)
393 - COSTANTINO, MARIA ESTER (CUCHARA DEGUSTACION)
436 - DE LAS DES S.A.
428 - DUETO MALON S. R. L. (LA CUARTA DELANTALES)
419 - SEMINA, JULIETA MARIA (TIENDA DE DESEOS)
445 - OYANEDER DAVIES, RODRIGO ARTURO (CAJAS)
447 - PEREIRA, GERARDO FABIAN (SOLUCIONES ESPACIO)
464 - SOL REAL S. A. (BASE HORNO)
369 - BITAO S.R.L. (SANTINI)
449 - DIONISIO KLENIK, IVAN
451 - RODRIGUEZ TROMBA, GABRIELA FERNANDA (Dilberbo
3 - Oriental Party S.R.L.
No especificado
